order_id,order_date,promised_delivery_date,order_status,warehouse_name,customer_segment,product_name,order_value_eur,backlog_age_days,is_sla_breach,risk_priority
ORD-008378,2026-02-15,2026-02-19,Processing,Saxony Distribution Hub,Consumer,Resistance Bands 17,70.69,198,t,Critical
ORD-006853,2026-02-15,2026-02-18,On Hold,Spree Fulfilment Centre,Small Business,Yoga Mat 01,153.86,198,t,Critical
ORD-014711,2026-02-17,2026-02-20,On Hold,Main Central Hub,Consumer,Skin Care Set 13,9.49,196,t,Critical
ORD-015445,2026-02-18,2026-02-21,Processing,Elbe North Hub,Consumer,Resistance Bands 17,72.44,195,t,Critical
ORD-027217,2026-02-18,2026-02-22,Processing,Saxony Distribution Hub,Consumer,Electric Toothbrush 01,34.20,195,t,Critical
ORD-017774,2026-02-19,2026-02-22,Processing,Isar South Centre,Mid-Market,Fitness Tracker Band 05,64.77,194,t,Critical
ORD-011643,2026-02-22,2026-02-27,Processing,Isar South Centre,Consumer,Massage Roller 15,146.41,191,t,Critical
ORD-016239,2026-02-23,2026-02-26,On Hold,Main Central Hub,Consumer,Printer Paper 03,19.67,190,t,Critical
ORD-004254,2026-02-24,2026-02-27,Processing,Main Central Hub,Small Business,Travel Adapter 13,108.94,189,t,Critical
ORD-009158,2026-02-24,2026-02-28,Processing,Saxony Distribution Hub,Consumer,Fitness Tracker Band 15,152.27,189,t,Critical
ORD-004571,2026-02-24,2026-02-28,Processing,Main Central Hub,Consumer,Resistance Bands 02,82.54,189,t,Critical
ORD-000546,2026-02-25,2026-03-02,On Hold,Spree Fulfilment Centre,Consumer,Printer Paper 18,30.05,188,t,Critical
ORD-015544,2026-02-25,2026-02-28,On Hold,Saxony Distribution Hub,Consumer,Phone Stand 06,25.45,188,t,Critical
ORD-020282,2026-02-26,2026-03-01,Processing,Saxony Distribution Hub,Consumer,USB-C Hub 07,584.95,187,t,Critical
ORD-008300,2026-02-27,2026-03-03,Processing,Main Central Hub,Consumer,Charging Pouch 10,42.21,186,t,Critical
ORD-007343,2026-03-02,2026-03-06,Processing,Isar South Centre,Consumer,Cable Set 02,31.67,183,t,Critical
ORD-013952,2026-03-03,2026-03-06,On Hold,Saxony Distribution Hub,Small Business,Electric Toothbrush 16,68.37,182,t,Critical
ORD-001960,2026-03-06,2026-03-11,On Hold,Rhine-Ruhr Fulfilment Centre,Small Business,Grooming Kit 02,71.42,179,t,Critical
ORD-017204,2026-03-08,2026-03-12,Processing,Spree Fulfilment Centre,Consumer,Storage Set 06,66.68,177,t,Critical
ORD-025546,2026-03-08,2026-03-12,On Hold,Saxony Distribution Hub,Consumer,Bluetooth Speaker 08,146.72,177,t,Critical
ORD-008958,2026-03-09,2026-03-12,On Hold,Rhine-Ruhr Fulfilment Centre,Small Business,Fitness Tracker Band 05,139.14,176,t,Critical
ORD-001622,2026-03-10,2026-03-13,On Hold,Spree Fulfilment Centre,Mid-Market,Phone Stand 01,24.43,175,t,Critical
ORD-021609,2026-03-10,2026-03-16,On Hold,Spree Fulfilment Centre,Mid-Market,Desk Organiser 07,141.19,175,t,Critical
ORD-013684,2026-03-11,2026-03-15,Processing,Main Central Hub,Consumer,Electric Toothbrush 16,22.73,174,t,Critical
ORD-011139,2026-03-11,2026-03-13,Processing,Main Central Hub,Consumer,Desk Organiser 02,16.20,174,t,Critical
ORD-015889,2026-03-12,2026-03-15,On Hold,Rhine-Ruhr Fulfilment Centre,Consumer,Travel Adapter 03,31.00,173,t,Critical
ORD-020671,2026-03-13,2026-03-17,Processing,Main Central Hub,Consumer,USB-C Hub 02,220.92,172,t,Critical
ORD-024155,2026-03-13,2026-03-17,Processing,Rhine-Ruhr Fulfilment Centre,Consumer,Yoga Mat 11,139.45,172,t,Critical
ORD-023928,2026-03-13,2026-03-17,Processing,Saxony Distribution Hub,Mid-Market,Charging Pouch 15,68.57,172,t,Critical
ORD-013150,2026-03-14,2026-03-17,Processing,Spree Fulfilment Centre,Mid-Market,Webcam 04,145.01,171,t,Critical
ORD-007747,2026-03-15,2026-03-17,Processing,Rhine-Ruhr Fulfilment Centre,Consumer,Resistance Bands 17,70.18,170,t,Critical
ORD-003100,2026-03-16,2026-03-20,On Hold,Elbe North Hub,Small Business,Hair Dryer 19,32.55,169,t,Critical
ORD-026615,2026-03-18,2026-03-21,On Hold,Main Central Hub,Consumer,Electric Toothbrush 11,43.30,167,t,Critical
ORD-002481,2026-03-18,2026-03-20,Processing,Spree Fulfilment Centre,Consumer,Phone Stand 01,13.21,167,t,Critical
ORD-002539,2026-03-18,2026-03-21,Processing,Main Central Hub,Consumer,Massage Roller 05,34.50,167,t,Critical
ORD-000621,2026-03-19,2026-03-23,Processing,Elbe North Hub,Small Business,Storage Set 01,85.05,166,t,Critical
ORD-015338,2026-03-20,2026-03-23,On Hold,Elbe North Hub,Consumer,Electric Toothbrush 06,55.41,165,t,Critical
ORD-010339,2026-03-21,2026-03-24,Processing,Main Central Hub,Small Business,Fitness Tracker Band 05,134.03,164,t,Critical
ORD-018587,2026-03-21,2026-03-23,On Hold,Main Central Hub,Consumer,Cable Set 17,53.77,164,t,Critical
ORD-007435,2026-03-25,2026-03-29,Processing,Elbe North Hub,Consumer,Coffee Press 17,46.44,160,t,Critical
ORD-012004,2026-03-25,2026-03-27,Processing,Saxony Distribution Hub,Small Business,Mechanical Keyboard 05,164.05,160,t,Critical
ORD-005805,2026-03-25,2026-03-29,Processing,Isar South Centre,Mid-Market,Protective Sleeve 04,21.18,160,t,Critical
ORD-011557,2026-03-26,2026-03-29,Processing,Main Central Hub,Small Business,Skin Care Set 08,85.96,159,t,Critical
ORD-010359,2026-03-27,2026-04-01,Processing,Spree Fulfilment Centre,Consumer,Desk Organiser 02,15.83,158,t,Critical
ORD-012240,2026-03-27,2026-03-30,On Hold,Elbe North Hub,Small Business,Hair Dryer 19,11.04,158,t,Critical
ORD-001559,2026-03-27,2026-03-31,On Hold,Spree Fulfilment Centre,Consumer,Storage Set 06,98.00,158,t,Critical
ORD-006132,2026-03-29,2026-04-03,On Hold,Isar South Centre,Consumer,Wireless Mouse 01,117.14,156,t,Critical
ORD-023122,2026-03-29,2026-04-02,Processing,Elbe North Hub,Small Business,Kitchen Scale 19,61.60,156,t,Critical
ORD-008801,2026-03-31,2026-04-04,On Hold,Spree Fulfilment Centre,Consumer,Webcam 14,102.48,154,t,Critical
ORD-011108,2026-04-02,2026-04-05,Processing,Isar South Centre,Mid-Market,Wireless Mouse 11,288.46,152,t,Critical
ORD-015998,2026-04-04,2026-04-07,Processing,Saxony Distribution Hub,Consumer,Cable Set 12,69.90,150,t,Critical
ORD-017061,2026-04-06,2026-04-10,Processing,Elbe North Hub,Small Business,Massage Roller 15,58.68,148,t,Critical
ORD-026449,2026-04-06,2026-04-09,Processing,Saxony Distribution Hub,Small Business,Laptop Stand 05,36.20,148,t,Critical
ORD-008601,2026-04-07,2026-04-10,On Hold,Spree Fulfilment Centre,Consumer,Grooming Kit 02,36.84,147,t,Critical
ORD-006513,2026-04-08,2026-04-12,On Hold,Elbe North Hub,Small Business,Charging Pouch 20,121.73,146,t,Critical
ORD-006991,2026-04-09,2026-04-12,Processing,Spree Fulfilment Centre,Consumer,Resistance Bands 02,171.79,145,t,Critical
ORD-012521,2026-04-09,2026-04-12,On Hold,Saxony Distribution Hub,Consumer,Coffee Press 02,86.34,145,t,Critical
ORD-025833,2026-04-10,2026-04-14,On Hold,Spree Fulfilment Centre,Consumer,Hair Dryer 09,59.74,144,t,Critical
ORD-019567,2026-04-10,2026-04-14,On Hold,Rhine-Ruhr Fulfilment Centre,Consumer,Hiking Bottle 03,96.47,144,t,Critical
ORD-022139,2026-04-14,2026-04-19,Processing,Isar South Centre,Consumer,Notebook Set 06,14.72,140,t,Critical
ORD-015425,2026-04-15,2026-04-17,Processing,Main Central Hub,Consumer,Grooming Kit 12,24.93,139,t,Critical
ORD-029341,2026-04-16,2026-04-19,On Hold,Saxony Distribution Hub,Consumer,Grooming Kit 07,20.79,138,t,Critical
ORD-023707,2026-04-17,2026-04-20,Processing,Main Central Hub,Consumer,Webcam 09,148.22,137,t,Critical
ORD-022809,2026-04-17,2026-04-20,Processing,Elbe North Hub,Small Business,Yoga Mat 06,186.23,137,t,Critical
ORD-028870,2026-04-17,2026-04-20,On Hold,Isar South Centre,Small Business,Storage Set 01,42.49,137,t,Critical
ORD-014870,2026-04-19,2026-04-22,On Hold,Spree Fulfilment Centre,Consumer,Webcam 19,132.34,135,t,Critical
ORD-023241,2026-04-21,2026-04-25,On Hold,Spree Fulfilment Centre,Consumer,Charging Pouch 05,53.28,133,t,Critical
ORD-000852,2026-04-21,2026-04-24,On Hold,Main Central Hub,Small Business,Water Bottle 15,101.44,133,t,Critical
ORD-017465,2026-04-23,2026-04-27,Processing,Main Central Hub,Consumer,Hair Dryer 19,10.96,131,t,Critical
ORD-003598,2026-04-24,2026-04-28,On Hold,Isar South Centre,Consumer,Protective Sleeve 14,38.34,130,t,Critical
ORD-011054,2026-04-29,2026-05-04,Processing,Spree Fulfilment Centre,Small Business,Coffee Press 12,59.88,125,t,Critical
ORD-015144,2026-04-29,2026-05-02,Processing,Rhine-Ruhr Fulfilment Centre,Small Business,Phone Stand 06,155.56,125,t,Critical
ORD-028487,2026-04-29,2026-05-02,On Hold,Main Central Hub,Consumer,Electric Toothbrush 01,100.17,125,t,Critical
ORD-026321,2026-04-30,2026-05-04,On Hold,Main Central Hub,Consumer,Skin Care Set 18,11.43,124,t,Critical
ORD-027489,2026-05-01,2026-05-06,On Hold,Saxony Distribution Hub,Small Business,Skin Care Set 08,59.50,123,t,Critical
ORD-016647,2026-05-01,2026-05-04,On Hold,Main Central Hub,Consumer,Electric Toothbrush 01,66.34,123,t,Critical
ORD-022055,2026-05-02,2026-05-06,Processing,Elbe North Hub,Small Business,Water Bottle 10,247.97,122,t,Critical
ORD-001717,2026-05-03,2026-05-06,Processing,Main Central Hub,Small Business,Electric Toothbrush 01,164.58,121,t,Critical
ORD-023703,2026-05-04,2026-05-07,On Hold,Main Central Hub,Consumer,Wireless Mouse 06,241.78,120,t,Critical
ORD-020965,2026-05-04,2026-05-07,Processing,Main Central Hub,Consumer,Cable Set 02,16.64,120,t,Critical
ORD-027088,2026-05-05,2026-05-08,Processing,Rhine-Ruhr Fulfilment Centre,Consumer,Cable Set 07,23.85,119,t,Critical
ORD-016896,2026-05-06,2026-05-09,On Hold,Main Central Hub,Small Business,Phone Stand 01,62.89,118,t,Critical
ORD-021466,2026-05-06,2026-05-11,On Hold,Elbe North Hub,Consumer,Kitchen Scale 19,21.06,118,t,Critical
ORD-009301,2026-05-06,2026-05-08,On Hold,Saxony Distribution Hub,Consumer,Webcam 04,316.71,118,t,Critical
ORD-025423,2026-05-07,2026-05-10,On Hold,Main Central Hub,Small Business,Grooming Kit 02,35.88,117,t,Critical
ORD-019855,2026-05-07,2026-05-11,On Hold,Isar South Centre,Enterprise,Water Bottle 15,192.76,117,t,Critical
ORD-029914,2026-05-07,2026-05-13,Processing,Spree Fulfilment Centre,Consumer,Electric Toothbrush 16,22.78,117,t,Critical
ORD-026742,2026-05-09,2026-05-12,Processing,Main Central Hub,Consumer,USB-C Hub 02,110.74,115,t,Critical
ORD-010904,2026-05-09,2026-05-13,Processing,Elbe North Hub,Small Business,Cable Set 02,95.90,115,t,Critical
ORD-004286,2026-05-10,2026-05-14,On Hold,Main Central Hub,Consumer,Protective Sleeve 14,37.44,114,t,Critical
ORD-016706,2026-05-11,2026-05-14,Processing,Main Central Hub,Consumer,Electric Toothbrush 06,27.53,113,t,Critical
ORD-024532,2026-05-11,2026-05-15,Processing,Main Central Hub,Consumer,Training Bag 19,95.12,113,t,Critical
ORD-026720,2026-05-12,2026-05-15,Processing,Rhine-Ruhr Fulfilment Centre,Consumer,Coffee Press 02,85.94,112,t,Critical
ORD-018648,2026-05-15,2026-05-20,Processing,Spree Fulfilment Centre,Consumer,Bluetooth Speaker 08,151.68,109,t,Critical
ORD-008931,2026-05-15,2026-05-18,On Hold,Rhine-Ruhr Fulfilment Centre,Consumer,Mechanical Keyboard 05,84.26,109,t,Critical
ORD-019520,2026-05-17,2026-05-19,On Hold,Isar South Centre,Consumer,Hiking Bottle 18,38.14,107,t,Critical
ORD-011036,2026-05-18,2026-05-21,Processing,Spree Fulfilment Centre,Consumer,Coffee Press 12,63.61,106,t,Critical
ORD-016434,2026-05-18,2026-05-24,Processing,Main Central Hub,Small Business,Mechanical Keyboard 15,121.86,106,t,Critical
ORD-027750,2026-05-19,2026-05-22,On Hold,Saxony Distribution Hub,Small Business,Hiking Bottle 03,32.12,105,t,Critical
ORD-028381,2026-05-19,2026-05-23,Processing,Spree Fulfilment Centre,Mid-Market,Training Bag 04,569.26,105,t,Critical
ORD-009491,2026-05-20,2026-05-24,Processing,Rhine-Ruhr Fulfilment Centre,Consumer,Grooming Kit 02,36.31,104,t,Critical
ORD-006785,2026-05-22,2026-05-26,On Hold,Saxony Distribution Hub,Mid-Market,Protective Sleeve 09,257.52,102,t,Critical
ORD-003323,2026-05-22,2026-05-25,On Hold,Rhine-Ruhr Fulfilment Centre,Consumer,Desk Organiser 07,18.63,102,t,Critical
ORD-023405,2026-05-25,2026-05-29,Processing,Rhine-Ruhr Fulfilment Centre,Mid-Market,USB-C Hub 12,946.65,99,t,Critical
ORD-014220,2026-05-25,2026-05-29,Processing,Spree Fulfilment Centre,Mid-Market,Grooming Kit 07,20.19,99,t,Critical
ORD-003297,2026-05-26,2026-05-31,On Hold,Main Central Hub,Consumer,Massage Roller 05,16.98,98,t,Critical
ORD-006341,2026-05-27,2026-05-30,On Hold,Main Central Hub,Consumer,Notebook Set 16,19.04,97,t,Critical
ORD-017425,2026-05-28,2026-05-31,On Hold,Rhine-Ruhr Fulfilment Centre,Consumer,Coffee Press 02,86.79,96,t,Critical
ORD-026651,2026-05-28,2026-06-01,Processing,Elbe North Hub,Small Business,Storage Set 06,157.71,96,t,Critical
ORD-024168,2026-05-31,2026-06-05,Processing,Saxony Distribution Hub,Consumer,Wireless Mouse 16,139.56,93,t,Critical
ORD-003050,2026-06-01,2026-06-04,On Hold,Rhine-Ruhr Fulfilment Centre,Small Business,Desk Organiser 17,48.01,92,t,Critical
ORD-027186,2026-06-02,2026-06-05,Processing,Main Central Hub,Small Business,Printer Paper 13,11.77,91,t,Critical
ORD-000664,2026-06-03,2026-06-07,On Hold,Saxony Distribution Hub,Consumer,Printer Paper 08,11.48,90,t,Critical
ORD-004168,2026-06-04,2026-06-09,Processing,Isar South Centre,Consumer,Marker Set 19,49.27,89,t,Critical
ORD-007463,2026-06-04,2026-06-08,Processing,Rhine-Ruhr Fulfilment Centre,Mid-Market,Hair Dryer 19,32.07,89,t,Critical
ORD-001713,2026-06-04,2026-06-08,Processing,Elbe North Hub,Consumer,Storage Set 11,71.43,89,t,Critical
ORD-022559,2026-06-04,2026-06-07,On Hold,Main Central Hub,Small Business,Fitness Tracker Band 05,136.68,89,t,Critical
ORD-022509,2026-06-05,2026-06-09,Processing,Rhine-Ruhr Fulfilment Centre,Consumer,Notebook Set 06,15.22,88,t,Critical
ORD-019374,2026-06-05,2026-06-08,Processing,Isar South Centre,Consumer,USB-C Hub 17,483.01,88,t,Critical
ORD-021696,2026-06-05,2026-06-07,On Hold,Main Central Hub,Small Business,Massage Roller 20,29.54,88,t,Critical
ORD-011179,2026-06-08,2026-06-12,Processing,Main Central Hub,Consumer,Phone Stand 01,27.38,85,t,Critical
ORD-004891,2026-06-08,2026-06-12,Processing,Elbe North Hub,Consumer,Water Bottle 10,66.68,85,t,Critical
ORD-025167,2026-06-09,2026-06-12,Processing,Main Central Hub,Consumer,Kitchen Scale 04,144.06,84,t,Critical
ORD-010876,2026-06-09,2026-06-12,On Hold,Saxony Distribution Hub,Small Business,Fitness Tracker Band 10,136.61,84,t,Critical
ORD-009928,2026-06-09,2026-06-14,On Hold,Rhine-Ruhr Fulfilment Centre,Consumer,Cable Set 02,16.18,84,t,Critical
ORD-013525,2026-06-11,2026-06-14,Processing,Rhine-Ruhr Fulfilment Centre,Mid-Market,Desk Lamp 08,66.61,82,t,Critical
ORD-025453,2026-06-13,2026-06-16,On Hold,Rhine-Ruhr Fulfilment Centre,Enterprise,Protective Sleeve 19,201.79,80,t,Critical
ORD-024770,2026-06-13,2026-06-17,Processing,Main Central Hub,Small Business,Electric Toothbrush 01,65.15,80,t,Critical
ORD-010902,2026-06-14,2026-06-17,Processing,Saxony Distribution Hub,Small Business,Bluetooth Speaker 03,284.81,79,t,Critical
ORD-000396,2026-06-15,2026-06-19,On Hold,Main Central Hub,Consumer,Cable Set 02,33.13,78,t,Critical
ORD-029270,2026-06-16,2026-06-19,Processing,Rhine-Ruhr Fulfilment Centre,Consumer,Electric Toothbrush 06,106.73,77,t,Critical
ORD-008208,2026-06-16,2026-06-20,Processing,Spree Fulfilment Centre,Consumer,Yoga Mat 16,156.73,77,t,Critical
ORD-014921,2026-06-17,2026-06-20,On Hold,Saxony Distribution Hub,Consumer,USB-C Hub 17,157.81,76,t,Critical
ORD-014998,2026-06-18,2026-06-21,On Hold,Spree Fulfilment Centre,Consumer,Massage Roller 10,56.74,75,t,Critical
ORD-029029,2026-06-18,2026-06-22,Processing,Rhine-Ruhr Fulfilment Centre,Consumer,Massage Roller 05,17.43,75,t,Critical
ORD-028852,2026-06-19,2026-06-23,Processing,Rhine-Ruhr Fulfilment Centre,Consumer,Water Bottle 20,37.03,74,t,Critical
ORD-017233,2026-06-20,2026-06-25,On Hold,Rhine-Ruhr Fulfilment Centre,Mid-Market,Yoga Mat 16,763.52,73,t,Critical
ORD-007016,2026-06-20,2026-06-23,Processing,Main Central Hub,Consumer,Coffee Press 07,29.51,73,t,Critical
ORD-015352,2026-06-23,2026-06-25,On Hold,Main Central Hub,Consumer,Storage Set 16,109.25,70,t,Critical
ORD-009026,2026-06-24,2026-06-29,On Hold,Elbe North Hub,Small Business,Laptop Stand 10,36.50,69,t,Critical
ORD-022814,2026-06-24,2026-06-28,Processing,Rhine-Ruhr Fulfilment Centre,Consumer,Desk Lamp 03,53.52,69,t,Critical
ORD-025374,2026-06-24,2026-06-27,On Hold,Main Central Hub,Consumer,Kitchen Scale 04,95.43,69,t,Critical
ORD-001215,2026-06-25,2026-06-30,On Hold,Isar South Centre,Consumer,Resistance Bands 02,170.14,68,t,Critical
ORD-014371,2026-06-29,2026-07-03,Processing,Elbe North Hub,Consumer,Coffee Press 07,29.46,64,t,Critical
ORD-005376,2026-06-29,2026-07-04,On Hold,Rhine-Ruhr Fulfilment Centre,Consumer,Storage Set 01,42.47,64,t,Critical
ORD-024929,2026-06-29,2026-07-03,Processing,Isar South Centre,Consumer,Mechanical Keyboard 05,260.62,64,t,Critical
ORD-029978,2026-07-01,2026-07-05,On Hold,Saxony Distribution Hub,Consumer,Water Bottle 05,55.36,62,t,Critical
ORD-013110,2026-07-01,2026-07-05,Processing,Rhine-Ruhr Fulfilment Centre,Consumer,Hiking Bottle 13,369.39,62,t,Critical
ORD-003996,2026-07-02,2026-07-05,Processing,Elbe North Hub,Consumer,Bluetooth Speaker 03,139.41,61,t,Critical
ORD-005641,2026-07-02,2026-07-05,Processing,Spree Fulfilment Centre,Consumer,Fitness Tracker Band 05,68.78,61,t,Critical
ORD-008101,2026-07-02,2026-07-04,Processing,Spree Fulfilment Centre,Small Business,Phone Stand 06,73.24,61,t,Critical
ORD-014911,2026-07-03,2026-07-06,Processing,Rhine-Ruhr Fulfilment Centre,Small Business,Yoga Mat 01,102.24,60,t,Critical
ORD-024552,2026-07-03,2026-07-06,Processing,Main Central Hub,Consumer,Desk Organiser 07,18.52,60,t,Critical
ORD-028492,2026-07-04,2026-07-07,Processing,Saxony Distribution Hub,Consumer,Bluetooth Speaker 08,429.36,59,t,Critical
ORD-028553,2026-07-05,2026-07-07,Processing,Spree Fulfilment Centre,Small Business,Training Bag 04,360.85,58,t,Critical
ORD-026575,2026-07-06,2026-07-10,Processing,Main Central Hub,Enterprise,Webcam 09,833.37,57,t,Critical
ORD-027321,2026-07-06,2026-07-09,On Hold,Spree Fulfilment Centre,Consumer,Webcam 04,158.75,57,t,Critical
ORD-014067,2026-07-07,2026-07-10,Processing,Main Central Hub,Consumer,Webcam 04,163.06,56,t,Critical
ORD-005853,2026-07-08,2026-07-11,On Hold,Rhine-Ruhr Fulfilment Centre,Small Business,Coffee Press 02,81.74,55,t,Critical
ORD-027450,2026-07-09,2026-07-12,On Hold,Elbe North Hub,Consumer,Travel Adapter 13,44.13,54,t,Critical
ORD-007578,2026-07-10,2026-07-13,Processing,Main Central Hub,Consumer,Webcam 09,292.06,53,t,Critical
ORD-010274,2026-07-10,2026-07-14,Processing,Rhine-Ruhr Fulfilment Centre,Consumer,Desk Organiser 02,22.97,53,t,Critical
ORD-023089,2026-07-10,2026-07-14,On Hold,Main Central Hub,Consumer,Fitness Tracker Band 10,72.29,53,t,Critical
ORD-024468,2026-07-11,2026-07-16,Processing,Spree Fulfilment Centre,Small Business,Electric Toothbrush 06,76.67,52,t,Critical
ORD-015550,2026-07-11,2026-07-16,On Hold,Main Central Hub,Small Business,Printer Paper 03,19.53,52,t,Critical
ORD-014237,2026-07-14,2026-07-18,On Hold,Elbe North Hub,Small Business,Coffee Press 02,200.21,49,t,Critical
ORD-002688,2026-07-14,2026-07-20,Processing,Main Central Hub,Small Business,Yoga Mat 01,305.06,49,t,Critical
ORD-026276,2026-07-15,2026-07-20,On Hold,Main Central Hub,Small Business,Webcam 19,382.95,48,t,Critical
ORD-019757,2026-07-15,2026-07-18,On Hold,Elbe North Hub,Consumer,Travel Adapter 03,31.43,48,t,Critical
ORD-004332,2026-07-16,2026-07-20,Processing,Rhine-Ruhr Fulfilment Centre,Consumer,Webcam 14,193.57,47,t,Critical
ORD-015364,2026-07-16,2026-07-21,Processing,Spree Fulfilment Centre,Consumer,Skin Care Set 13,18.71,47,t,Critical
ORD-027260,2026-07-16,2026-07-21,On Hold,Isar South Centre,Consumer,Wireless Mouse 11,177.79,47,t,Critical
ORD-026281,2026-07-17,2026-07-20,On Hold,Spree Fulfilment Centre,Mid-Market,Bluetooth Speaker 08,424.94,46,t,Critical
ORD-019052,2026-07-17,2026-07-21,On Hold,Spree Fulfilment Centre,Consumer,Notebook Set 11,16.14,46,t,Critical
ORD-006937,2026-07-17,2026-07-21,Processing,Main Central Hub,Consumer,Grooming Kit 02,72.40,46,t,Critical
ORD-018830,2026-07-17,2026-07-20,On Hold,Isar South Centre,Consumer,Wireless Mouse 01,121.37,46,t,Critical
ORD-004863,2026-07-18,2026-07-21,On Hold,Isar South Centre,Small Business,Kitchen Scale 04,274.84,45,t,Critical
ORD-001596,2026-07-19,2026-07-24,On Hold,Main Central Hub,Consumer,Training Bag 14,138.87,44,t,Critical
ORD-006768,2026-07-19,2026-07-23,Processing,Spree Fulfilment Centre,Consumer,Yoga Mat 11,90.23,44,t,Critical
ORD-007168,2026-07-20,2026-07-23,Processing,Main Central Hub,Small Business,Desk Lamp 18,155.00,43,t,Critical
ORD-022006,2026-07-20,2026-07-24,Processing,Isar South Centre,Consumer,Hiking Bottle 13,91.22,43,t,Critical
ORD-015022,2026-07-21,2026-07-23,On Hold,Main Central Hub,Mid-Market,Laptop Stand 20,122.81,42,t,Critical
ORD-026079,2026-07-21,2026-07-26,Processing,Spree Fulfilment Centre,Consumer,Webcam 19,262.69,42,t,Critical
ORD-010287,2026-07-21,2026-07-24,Processing,Main Central Hub,Consumer,Coffee Press 07,30.20,42,t,Critical
ORD-009528,2026-07-22,2026-07-28,Processing,Spree Fulfilment Centre,Mid-Market,Electric Toothbrush 01,101.00,41,t,Critical
ORD-009735,2026-07-23,2026-07-26,On Hold,Elbe North Hub,Consumer,Bluetooth Speaker 08,149.00,40,t,Critical
ORD-019657,2026-07-23,2026-07-27,On Hold,Main Central Hub,Consumer,Storage Set 16,55.81,40,t,Critical
ORD-023288,2026-07-24,2026-07-28,On Hold,Rhine-Ruhr Fulfilment Centre,Consumer,Water Bottle 20,36.50,39,t,Critical
ORD-029228,2026-07-26,2026-07-30,Processing,Spree Fulfilment Centre,Consumer,Massage Roller 05,17.02,37,t,Critical
ORD-015612,2026-07-26,2026-07-30,Processing,Rhine-Ruhr Fulfilment Centre,Small Business,Massage Roller 05,33.74,37,t,Critical
ORD-022373,2026-07-27,2026-08-01,On Hold,Main Central Hub,Consumer,Desk Lamp 08,70.84,36,t,Critical
ORD-005987,2026-07-27,2026-07-29,On Hold,Elbe North Hub,Mid-Market,Electric Toothbrush 01,32.56,36,t,Critical
ORD-009924,2026-07-28,2026-08-01,Processing,Rhine-Ruhr Fulfilment Centre,Consumer,Kitchen Scale 04,47.30,35,t,Critical
ORD-009579,2026-07-28,2026-08-01,On Hold,Main Central Hub,Small Business,Cable Set 17,73.05,35,t,Critical
ORD-017666,2026-07-31,2026-08-03,Processing,Isar South Centre,Consumer,Bluetooth Speaker 13,89.03,32,t,Critical
ORD-023074,2026-07-31,2026-08-02,On Hold,Isar South Centre,Consumer,Phone Stand 01,13.64,32,t,Critical
ORD-023355,2026-07-31,2026-08-03,Processing,Main Central Hub,Consumer,Electric Toothbrush 06,27.82,32,t,Critical
ORD-006110,2026-08-01,2026-08-04,Processing,Rhine-Ruhr Fulfilment Centre,Consumer,Resistance Bands 02,170.21,31,t,Critical
ORD-008088,2026-08-01,2026-08-03,On Hold,Main Central Hub,Consumer,Cable Set 07,24.69,31,t,Critical
ORD-007529,2026-08-02,2026-08-05,Processing,Main Central Hub,Small Business,Yoga Mat 01,307.79,30,t,Critical
ORD-011351,2026-08-03,2026-08-06,Processing,Main Central Hub,Consumer,Wireless Mouse 16,137.30,29,t,Critical
ORD-021608,2026-08-03,2026-08-07,On Hold,Spree Fulfilment Centre,Consumer,Cable Set 12,33.77,29,t,Critical
ORD-024937,2026-08-03,2026-08-06,Processing,Spree Fulfilment Centre,Mid-Market,Wireless Mouse 01,218.67,29,t,Critical
ORD-014609,2026-08-04,2026-08-08,Processing,Rhine-Ruhr Fulfilment Centre,Consumer,Fitness Tracker Band 15,154.44,28,t,Critical
ORD-022274,2026-08-06,2026-08-10,On Hold,Isar South Centre,Small Business,Desk Organiser 12,8.79,26,t,Critical
ORD-016447,2026-08-06,2026-08-09,Processing,Main Central Hub,Consumer,Desk Organiser 02,15.38,26,t,Critical
ORD-017746,2026-08-07,2026-08-12,On Hold,Elbe North Hub,Consumer,Yoga Mat 01,52.72,25,t,Critical
ORD-012850,2026-08-07,2026-08-12,Processing,Rhine-Ruhr Fulfilment Centre,Consumer,Webcam 09,146.41,25,t,Critical
ORD-027013,2026-08-09,2026-08-14,Processing,Main Central Hub,Enterprise,Grooming Kit 12,177.52,23,t,Critical
ORD-025998,2026-08-09,2026-08-12,On Hold,Main Central Hub,Small Business,Yoga Mat 11,173.15,23,t,Critical
ORD-007917,2026-08-10,2026-08-14,Processing,Saxony Distribution Hub,Consumer,Training Bag 19,96.53,22,t,Critical
ORD-010116,2026-08-11,2026-08-15,On Hold,Spree Fulfilment Centre,Consumer,Skin Care Set 13,9.35,21,t,Critical
ORD-022592,2026-08-11,2026-08-14,Packed,Isar South Centre,Consumer,Wireless Mouse 06,83.91,21,t,Critical
ORD-011040,2026-08-11,2026-08-15,On Hold,Spree Fulfilment Centre,Consumer,Coffee Press 17,46.88,21,t,Critical
ORD-019449,2026-08-11,2026-08-13,Processing,Spree Fulfilment Centre,Consumer,Notebook Set 01,27.74,21,t,Critical
ORD-009610,2026-08-11,2026-08-14,Processing,Elbe North Hub,Consumer,Printer Paper 03,20.20,21,t,Critical
ORD-018952,2026-08-11,2026-08-13,Processing,Isar South Centre,Small Business,Notebook Set 16,92.99,21,t,Critical
