inventory_date,warehouse_id,product_id,opening_stock,received_quantity,shipped_quantity,closing_stock,reorder_level
2025-09-25,WH-002,PRD-0047,14,0,0,14,7
2025-09-25,WH-002,PRD-0048,9,0,0,9,9
2025-09-25,WH-002,PRD-0049,14,0,0,14,8
2025-09-25,WH-002,PRD-0050,25,0,0,25,8
2025-09-25,WH-002,PRD-0051,17,0,1,16,8
2025-09-25,WH-002,PRD-0052,3,0,0,3,7
2025-09-25,WH-002,PRD-0053,15,0,0,15,8
2025-09-25,WH-002,PRD-0054,18,0,0,18,8
2025-09-25,WH-002,PRD-0055,10,0,0,10,7
2025-09-25,WH-002,PRD-0056,13,0,0,13,8
2025-09-25,WH-002,PRD-0057,10,0,0,10,7
2025-09-25,WH-002,PRD-0058,18,0,0,18,8
2025-09-25,WH-002,PRD-0059,41,0,0,41,9
2025-09-25,WH-002,PRD-0060,15,0,0,15,10
2025-09-25,WH-002,PRD-0061,7,0,0,7,12
2025-09-25,WH-002,PRD-0062,49,0,0,49,15
2025-09-25,WH-002,PRD-0063,20,0,0,20,11
2025-09-25,WH-002,PRD-0064,23,0,0,23,12
2025-09-25,WH-002,PRD-0065,14,16,0,30,9
2025-09-25,WH-002,PRD-0066,15,0,0,15,11
2025-09-25,WH-002,PRD-0067,14,0,0,14,8
2025-09-25,WH-002,PRD-0068,14,0,0,14,10
2025-09-25,WH-002,PRD-0069,12,0,0,12,7
2025-09-25,WH-002,PRD-0070,12,0,0,12,7
2025-09-25,WH-002,PRD-0071,21,0,0,21,9
2025-09-25,WH-002,PRD-0072,28,0,0,28,9
2025-09-25,WH-002,PRD-0073,10,0,0,10,7
2025-09-25,WH-002,PRD-0074,12,0,0,12,7
2025-09-25,WH-002,PRD-0075,15,0,0,15,8
2025-09-25,WH-002,PRD-0076,13,0,0,13,9
2025-09-25,WH-002,PRD-0077,31,0,0,31,8
2025-09-25,WH-002,PRD-0078,14,0,0,14,9
2025-09-25,WH-002,PRD-0079,27,0,0,27,8
2025-09-25,WH-002,PRD-0080,15,0,0,15,8
2025-09-25,WH-002,PRD-0081,38,0,0,38,12
2025-09-25,WH-002,PRD-0082,28,0,0,28,15
2025-09-25,WH-002,PRD-0083,10,0,0,10,9
2025-09-25,WH-002,PRD-0084,17,0,0,17,9
2025-09-25,WH-002,PRD-0085,28,0,0,28,10
2025-09-25,WH-002,PRD-0086,35,0,0,35,10
2025-09-25,WH-002,PRD-0087,15,0,0,15,9
2025-09-25,WH-002,PRD-0088,15,0,0,15,9
2025-09-25,WH-002,PRD-0089,33,0,0,33,9
2025-09-25,WH-002,PRD-0090,14,0,0,14,7
2025-09-25,WH-002,PRD-0091,16,0,0,16,7
2025-09-25,WH-002,PRD-0092,11,0,0,11,8
2025-09-25,WH-002,PRD-0093,10,0,0,10,8
2025-09-25,WH-002,PRD-0094,12,0,0,12,6
2025-09-25,WH-002,PRD-0095,16,0,0,16,9
2025-09-25,WH-002,PRD-0096,22,0,0,22,7
2025-09-25,WH-002,PRD-0097,13,0,0,13,7
2025-09-25,WH-002,PRD-0098,10,0,0,10,9
2025-09-25,WH-002,PRD-0099,28,0,0,28,9
2025-09-25,WH-002,PRD-0100,28,0,1,27,8
2025-09-25,WH-002,PRD-0101,13,0,0,13,11
2025-09-25,WH-002,PRD-0102,13,0,0,13,13
2025-09-25,WH-002,PRD-0103,27,0,0,27,9
2025-09-25,WH-002,PRD-0104,19,0,0,19,11
2025-09-25,WH-002,PRD-0105,18,0,1,17,11
2025-09-25,WH-002,PRD-0106,13,0,0,13,11
2025-09-25,WH-002,PRD-0107,12,0,0,12,7
2025-09-25,WH-002,PRD-0108,20,0,0,20,7
2025-09-25,WH-002,PRD-0109,16,0,0,16,7
2025-09-25,WH-002,PRD-0110,26,0,0,26,9
2025-09-25,WH-002,PRD-0111,7,0,0,7,7
2025-09-25,WH-002,PRD-0112,12,0,0,12,8
2025-09-25,WH-002,PRD-0113,13,0,0,13,8
2025-09-25,WH-002,PRD-0114,9,0,0,9,8
2025-09-25,WH-002,PRD-0115,18,0,3,15,8
2025-09-25,WH-002,PRD-0116,20,0,0,20,10
2025-09-25,WH-002,PRD-0117,11,0,0,11,10
2025-09-25,WH-002,PRD-0118,19,0,0,19,9
2025-09-25,WH-002,PRD-0119,21,0,0,21,9
2025-09-25,WH-002,PRD-0120,12,0,0,12,8
2025-09-25,WH-003,PRD-0001,21,0,0,21,13
2025-09-25,WH-003,PRD-0002,36,0,0,36,14
2025-09-25,WH-003,PRD-0003,20,0,4,16,10
2025-09-25,WH-003,PRD-0004,12,0,0,12,12
2025-09-25,WH-003,PRD-0005,41,0,0,41,12
2025-09-25,WH-003,PRD-0006,36,0,0,36,11
2025-09-25,WH-003,PRD-0007,26,0,0,26,7
2025-09-25,WH-003,PRD-0008,14,0,0,14,7
2025-09-25,WH-003,PRD-0009,15,0,0,15,9
2025-09-25,WH-003,PRD-0010,13,0,0,13,7
2025-09-25,WH-003,PRD-0011,21,0,0,21,7
2025-09-25,WH-003,PRD-0012,15,0,0,15,9
2025-09-25,WH-003,PRD-0013,14,0,0,14,8
2025-09-25,WH-003,PRD-0014,12,0,0,12,8
2025-09-25,WH-003,PRD-0015,5,0,0,5,9
2025-09-25,WH-003,PRD-0016,10,0,0,10,8
2025-09-25,WH-003,PRD-0017,32,0,0,32,8
2025-09-25,WH-003,PRD-0018,10,0,0,10,9
2025-09-25,WH-003,PRD-0019,10,0,0,10,8
2025-09-25,WH-003,PRD-0020,21,0,0,21,8
2025-09-25,WH-003,PRD-0021,34,0,0,34,11
2025-09-25,WH-003,PRD-0022,34,0,1,33,14
2025-09-25,WH-003,PRD-0023,25,0,0,25,10
2025-09-25,WH-003,PRD-0024,23,0,0,23,10
2025-09-25,WH-003,PRD-0025,24,0,0,24,11
2025-09-25,WH-003,PRD-0026,10,0,2,8,9
2025-09-25,WH-003,PRD-0027,37,0,0,37,7
2025-09-25,WH-003,PRD-0028,10,0,0,10,7
2025-09-25,WH-003,PRD-0029,0,0,0,0,9
2025-09-25,WH-003,PRD-0030,27,0,0,27,7
2025-09-25,WH-003,PRD-0031,17,0,0,17,8
2025-09-25,WH-003,PRD-0032,12,0,0,12,8
2025-09-25,WH-003,PRD-0033,13,0,0,13,8
2025-09-25,WH-003,PRD-0034,7,0,0,7,7
2025-09-25,WH-003,PRD-0035,15,0,0,15,9
2025-09-25,WH-003,PRD-0036,11,0,0,11,9
2025-09-25,WH-003,PRD-0037,14,0,0,14,8
2025-09-25,WH-003,PRD-0038,15,0,0,15,7
2025-09-25,WH-003,PRD-0039,19,0,0,19,7
2025-09-25,WH-003,PRD-0040,19,0,0,19,10
2025-09-25,WH-003,PRD-0041,38,0,0,38,13
2025-09-25,WH-003,PRD-0042,11,37,0,48,15
2025-09-25,WH-003,PRD-0043,14,0,0,14,9
2025-09-25,WH-003,PRD-0044,28,0,0,28,12
2025-09-25,WH-003,PRD-0045,26,0,1,25,12
2025-09-25,WH-003,PRD-0046,9,0,0,9,11
2025-09-25,WH-003,PRD-0047,15,0,0,15,9
2025-09-25,WH-003,PRD-0048,7,0,0,7,8
2025-09-25,WH-003,PRD-0049,29,0,0,29,10
2025-09-25,WH-003,PRD-0050,10,0,0,10,7
2025-09-25,WH-003,PRD-0051,31,0,0,31,8
2025-09-25,WH-003,PRD-0052,15,0,0,15,7
2025-09-25,WH-003,PRD-0053,19,0,3,16,9
2025-09-25,WH-003,PRD-0054,15,0,0,15,8
2025-09-25,WH-003,PRD-0055,16,0,0,16,8
2025-09-25,WH-003,PRD-0056,10,0,0,10,7
2025-09-25,WH-003,PRD-0057,13,0,0,13,7
2025-09-25,WH-003,PRD-0058,23,0,0,23,8
2025-09-25,WH-003,PRD-0059,14,0,0,14,9
2025-09-25,WH-003,PRD-0060,20,0,0,20,10
2025-09-25,WH-003,PRD-0061,49,0,0,49,13
2025-09-25,WH-003,PRD-0062,41,0,0,41,14
2025-09-25,WH-003,PRD-0063,21,0,0,21,9
2025-09-25,WH-003,PRD-0064,20,0,1,19,9
2025-09-25,WH-003,PRD-0065,21,0,0,21,11
2025-09-25,WH-003,PRD-0066,15,0,0,15,12
2025-09-25,WH-003,PRD-0067,9,0,0,9,8
2025-09-25,WH-003,PRD-0068,23,0,0,23,8
2025-09-25,WH-003,PRD-0069,19,0,0,19,7
2025-09-25,WH-003,PRD-0070,15,0,0,15,8
2025-09-25,WH-003,PRD-0071,14,0,0,14,9
2025-09-25,WH-003,PRD-0072,24,0,0,24,8
2025-09-25,WH-003,PRD-0073,11,0,0,11,8
2025-09-25,WH-003,PRD-0074,28,0,8,20,8
2025-09-25,WH-003,PRD-0075,11,0,0,11,10
2025-09-25,WH-003,PRD-0076,14,0,0,14,8
2025-09-25,WH-003,PRD-0077,9,0,0,9,9
2025-09-25,WH-003,PRD-0078,18,0,0,18,8
2025-09-25,WH-003,PRD-0079,10,0,0,10,8
2025-09-25,WH-003,PRD-0080,8,0,0,8,7
2025-09-25,WH-003,PRD-0081,50,0,0,50,13
2025-09-25,WH-003,PRD-0082,27,0,0,27,13
2025-09-25,WH-003,PRD-0083,21,0,0,21,11
2025-09-25,WH-003,PRD-0084,13,0,3,10,10
2025-09-25,WH-003,PRD-0085,16,0,0,16,12
2025-09-25,WH-003,PRD-0086,39,0,0,39,12
2025-09-25,WH-003,PRD-0087,14,0,0,14,10
2025-09-25,WH-003,PRD-0088,13,0,0,13,9
2025-09-25,WH-003,PRD-0089,14,0,0,14,9
2025-09-25,WH-003,PRD-0090,16,0,0,16,7
2025-09-25,WH-003,PRD-0091,16,0,0,16,8
2025-09-25,WH-003,PRD-0092,10,0,0,10,8
2025-09-25,WH-003,PRD-0093,7,0,0,7,10
2025-09-25,WH-003,PRD-0094,20,0,0,20,7
2025-09-25,WH-003,PRD-0095,12,0,0,12,8
2025-09-25,WH-003,PRD-0096,9,0,0,9,7
2025-09-25,WH-003,PRD-0097,11,0,0,11,8
2025-09-25,WH-003,PRD-0098,15,0,0,15,8
2025-09-25,WH-003,PRD-0099,15,0,0,15,8
2025-09-25,WH-003,PRD-0100,12,0,0,12,8
2025-09-25,WH-003,PRD-0101,36,0,10,26,12
2025-09-25,WH-003,PRD-0102,39,0,0,39,13
2025-09-25,WH-003,PRD-0103,11,0,0,11,10
2025-09-25,WH-003,PRD-0104,29,0,0,29,10
2025-09-25,WH-003,PRD-0105,25,0,0,25,11
2025-09-25,WH-003,PRD-0106,6,22,0,28,11
2025-09-25,WH-003,PRD-0107,12,0,0,12,8
2025-09-25,WH-003,PRD-0108,26,0,0,26,9
2025-09-25,WH-003,PRD-0109,10,0,0,10,8
2025-09-25,WH-003,PRD-0110,38,0,0,38,8
2025-09-25,WH-003,PRD-0111,21,0,0,21,7
2025-09-25,WH-003,PRD-0112,7,0,0,7,7
2025-09-25,WH-003,PRD-0113,10,0,1,9,8
2025-09-25,WH-003,PRD-0114,18,0,0,18,8
2025-09-25,WH-003,PRD-0115,15,0,0,15,9
2025-09-25,WH-003,PRD-0116,19,0,0,19,8
2025-09-25,WH-003,PRD-0117,8,19,0,27,8
2025-09-25,WH-003,PRD-0118,16,0,0,16,9
2025-09-25,WH-003,PRD-0119,32,0,0,32,10
2025-09-25,WH-003,PRD-0120,11,0,1,10,9
2025-09-25,WH-004,PRD-0001,28,0,4,24,11
2025-09-25,WH-004,PRD-0002,19,0,0,19,14
2025-09-25,WH-004,PRD-0003,42,0,1,41,12
2025-09-25,WH-004,PRD-0004,23,0,0,23,10
2025-09-25,WH-004,PRD-0005,12,0,3,9,11
2025-09-25,WH-004,PRD-0006,19,0,0,19,12
2025-09-25,WH-004,PRD-0007,8,0,0,8,7
2025-09-25,WH-004,PRD-0008,20,0,0,20,7
2025-09-25,WH-004,PRD-0009,26,0,0,26,8
2025-09-25,WH-004,PRD-0010,13,0,0,13,8
2025-09-25,WH-004,PRD-0011,16,0,0,16,7
2025-09-25,WH-004,PRD-0012,11,0,0,11,9
2025-09-25,WH-004,PRD-0013,10,0,0,10,8
2025-09-25,WH-004,PRD-0014,17,0,0,17,8
2025-09-25,WH-004,PRD-0015,7,0,0,7,8
2025-09-25,WH-004,PRD-0016,33,0,0,33,9
2025-09-25,WH-004,PRD-0017,13,0,0,13,7
2025-09-25,WH-004,PRD-0018,17,0,0,17,9
2025-09-25,WH-004,PRD-0019,11,0,0,11,8
2025-09-25,WH-004,PRD-0020,25,0,0,25,8
2025-09-25,WH-004,PRD-0021,40,0,2,38,13
2025-09-25,WH-004,PRD-0022,74,0,0,74,15
2025-09-25,WH-004,PRD-0023,12,0,0,12,10
2025-09-25,WH-004,PRD-0024,19,0,0,19,12
2025-09-25,WH-004,PRD-0025,13,0,0,13,12
2025-09-25,WH-004,PRD-0026,29,0,0,29,9
2025-09-25,WH-004,PRD-0027,10,0,0,10,8
2025-09-25,WH-004,PRD-0028,14,0,0,14,7
2025-09-25,WH-004,PRD-0029,16,0,0,16,8
2025-09-25,WH-004,PRD-0030,6,15,0,21,7
2025-09-25,WH-004,PRD-0031,13,0,0,13,7
2025-09-25,WH-004,PRD-0032,12,0,0,12,8
2025-09-25,WH-004,PRD-0033,19,0,0,19,9
2025-09-25,WH-004,PRD-0034,24,0,0,24,8
2025-09-25,WH-004,PRD-0035,8,0,5,3,9
2025-09-25,WH-004,PRD-0036,14,0,0,14,8
2025-09-25,WH-004,PRD-0037,27,0,0,27,7
2025-09-25,WH-004,PRD-0038,13,0,0,13,7
2025-09-25,WH-004,PRD-0039,9,0,0,9,8
2025-09-25,WH-004,PRD-0040,22,0,0,22,8
2025-09-25,WH-004,PRD-0041,31,0,2,29,11
2025-09-25,WH-004,PRD-0042,23,0,0,23,14
2025-09-25,WH-004,PRD-0043,12,0,1,11,9
2025-09-25,WH-004,PRD-0044,14,0,2,12,10
2025-09-25,WH-004,PRD-0045,26,0,2,24,10
2025-09-25,WH-004,PRD-0046,23,0,0,23,9
2025-09-25,WH-004,PRD-0047,13,0,0,13,8
2025-09-25,WH-004,PRD-0048,20,0,0,20,8
2025-09-25,WH-004,PRD-0049,18,0,0,18,8
2025-09-25,WH-004,PRD-0050,14,0,0,14,9
2025-09-25,WH-004,PRD-0051,26,0,0,26,7
2025-09-25,WH-004,PRD-0052,10,0,1,9,8
2025-09-25,WH-004,PRD-0053,22,0,0,22,7
2025-09-25,WH-004,PRD-0054,16,0,0,16,7
2025-09-25,WH-004,PRD-0055,4,0,0,4,7
2025-09-25,WH-004,PRD-0056,8,0,0,8,7
2025-09-25,WH-004,PRD-0057,7,0,0,7,6
2025-09-25,WH-004,PRD-0058,8,0,0,8,8
2025-09-25,WH-004,PRD-0059,19,0,0,19,8
2025-09-25,WH-004,PRD-0060,19,0,0,19,9
2025-09-25,WH-004,PRD-0061,37,0,0,37,14
2025-09-25,WH-004,PRD-0062,17,0,0,17,15
2025-09-25,WH-004,PRD-0063,18,0,0,18,10
2025-09-25,WH-004,PRD-0064,24,0,1,23,9
2025-09-25,WH-004,PRD-0065,17,0,0,17,10
2025-09-25,WH-004,PRD-0066,29,0,0,29,10
2025-09-25,WH-004,PRD-0067,10,0,0,10,8
2025-09-25,WH-004,PRD-0068,22,0,0,22,8
2025-09-25,WH-004,PRD-0069,18,0,0,18,7
2025-09-25,WH-004,PRD-0070,14,0,0,14,8
2025-09-25,WH-004,PRD-0071,5,0,0,5,7
2025-09-25,WH-004,PRD-0072,28,0,0,28,9
2025-09-25,WH-004,PRD-0073,13,0,0,13,8
2025-09-25,WH-004,PRD-0074,12,0,0,12,8
2025-09-25,WH-004,PRD-0075,17,0,0,17,10
2025-09-25,WH-004,PRD-0076,15,0,0,15,8
2025-09-25,WH-004,PRD-0077,12,0,1,11,7
2025-09-25,WH-004,PRD-0078,10,0,0,10,9
2025-09-25,WH-004,PRD-0079,25,0,0,25,8
2025-09-25,WH-004,PRD-0080,16,0,0,16,8
2025-09-25,WH-004,PRD-0081,39,0,0,39,14
2025-09-25,WH-004,PRD-0082,34,0,1,33,14
2025-09-25,WH-004,PRD-0083,37,0,5,32,11
2025-09-25,WH-004,PRD-0084,11,0,0,11,9
2025-09-25,WH-004,PRD-0085,17,0,0,17,12
2025-09-25,WH-004,PRD-0086,18,0,1,17,9
2025-09-25,WH-004,PRD-0087,17,0,0,17,9
2025-09-25,WH-004,PRD-0088,11,0,0,11,9
2025-09-25,WH-004,PRD-0089,19,0,0,19,7
2025-09-25,WH-004,PRD-0090,14,0,0,14,8
2025-09-25,WH-004,PRD-0091,10,0,0,10,7
2025-09-25,WH-004,PRD-0092,16,0,0,16,9
2025-09-25,WH-004,PRD-0093,13,0,1,12,9
2025-09-25,WH-004,PRD-0094,8,0,0,8,6
2025-09-25,WH-004,PRD-0095,17,0,0,17,7
2025-09-25,WH-004,PRD-0096,19,0,0,19,7
2025-09-25,WH-004,PRD-0097,10,0,0,10,8
2025-09-25,WH-004,PRD-0098,8,0,0,8,8
2025-09-25,WH-004,PRD-0099,14,0,0,14,9
2025-09-25,WH-004,PRD-0100,12,0,0,12,8
2025-09-25,WH-004,PRD-0101,19,0,0,19,15
2025-09-25,WH-004,PRD-0102,34,0,2,32,15
2025-09-25,WH-004,PRD-0103,23,0,7,16,12
2025-09-25,WH-004,PRD-0104,32,0,0,32,10
2025-09-25,WH-004,PRD-0105,20,0,0,20,11
2025-09-25,WH-004,PRD-0106,22,0,0,22,11
2025-09-25,WH-004,PRD-0107,16,0,0,16,7
2025-09-25,WH-004,PRD-0108,23,0,0,23,7
2025-09-25,WH-004,PRD-0109,26,0,0,26,8
2025-09-25,WH-004,PRD-0110,29,0,0,29,9
2025-09-25,WH-004,PRD-0111,11,0,0,11,8
2025-09-25,WH-004,PRD-0112,14,0,0,14,7
2025-09-25,WH-004,PRD-0113,30,0,0,30,9
2025-09-25,WH-004,PRD-0114,13,0,0,13,9
2025-09-25,WH-004,PRD-0115,17,0,0,17,10
2025-09-25,WH-004,PRD-0116,20,0,0,20,10
2025-09-25,WH-004,PRD-0117,18,0,0,18,9
2025-09-25,WH-004,PRD-0118,14,0,0,14,9
2025-09-25,WH-004,PRD-0119,11,0,1,10,7
2025-09-25,WH-004,PRD-0120,19,0,0,19,7
2025-09-25,WH-005,PRD-0001,28,0,0,28,14
2025-09-25,WH-005,PRD-0002,14,0,0,14,11
2025-09-25,WH-005,PRD-0003,35,0,0,35,11
2025-09-25,WH-005,PRD-0004,12,0,0,12,9
2025-09-25,WH-005,PRD-0005,32,0,0,32,10
2025-09-25,WH-005,PRD-0006,18,0,0,18,12
2025-09-25,WH-005,PRD-0007,13,0,0,13,8
2025-09-25,WH-005,PRD-0008,13,0,0,13,8
2025-09-25,WH-005,PRD-0009,28,0,3,25,9
2025-09-25,WH-005,PRD-0010,11,0,0,11,8
2025-09-25,WH-005,PRD-0011,12,0,0,12,7
2025-09-25,WH-005,PRD-0012,24,0,0,24,10
2025-09-25,WH-005,PRD-0013,12,0,0,12,7
2025-09-25,WH-005,PRD-0014,16,0,0,16,8
2025-09-25,WH-005,PRD-0015,13,0,0,13,8
2025-09-25,WH-005,PRD-0016,16,0,0,16,10
2025-09-25,WH-005,PRD-0017,16,0,0,16,8
2025-09-25,WH-005,PRD-0018,14,0,0,14,8
2025-09-25,WH-005,PRD-0019,12,0,0,12,8
2025-09-25,WH-005,PRD-0020,25,0,0,25,7
2025-09-25,WH-005,PRD-0021,18,0,0,18,12
2025-09-25,WH-005,PRD-0022,29,0,1,28,11
2025-09-25,WH-005,PRD-0023,15,0,0,15,12
2025-09-25,WH-005,PRD-0024,39,0,0,39,11
2025-09-25,WH-005,PRD-0025,21,0,1,20,11
2025-09-25,WH-005,PRD-0026,23,0,0,23,11
2025-09-25,WH-005,PRD-0027,9,0,0,9,7
2025-09-25,WH-005,PRD-0028,13,0,0,13,8
2025-09-25,WH-005,PRD-0029,17,0,0,17,9
2025-09-25,WH-005,PRD-0030,17,0,0,17,9
2025-09-25,WH-005,PRD-0031,9,0,0,9,8
2025-09-25,WH-005,PRD-0032,21,0,0,21,7
2025-09-25,WH-005,PRD-0033,11,0,0,11,8
2025-09-25,WH-005,PRD-0034,12,0,0,12,7
2025-09-25,WH-005,PRD-0035,17,0,0,17,9
2025-09-25,WH-005,PRD-0036,27,0,0,27,9
2025-09-25,WH-005,PRD-0037,11,0,0,11,8
2025-09-25,WH-005,PRD-0038,13,0,0,13,8
2025-09-25,WH-005,PRD-0039,17,0,0,17,8
2025-09-25,WH-005,PRD-0040,0,21,0,21,8
2025-09-25,WH-005,PRD-0041,20,0,1,19,11
2025-09-25,WH-005,PRD-0042,16,0,0,16,14
2025-09-25,WH-005,PRD-0043,39,0,0,39,11
2025-09-25,WH-005,PRD-0044,16,0,0,16,10
2025-09-25,WH-005,PRD-0045,11,0,0,11,10
2025-09-25,WH-005,PRD-0046,16,0,0,16,12
2025-09-25,WH-005,PRD-0047,14,0,0,14,8
2025-09-25,WH-005,PRD-0048,13,0,0,13,8
2025-09-25,WH-005,PRD-0049,15,0,0,15,9
2025-09-25,WH-005,PRD-0050,8,0,0,8,7
2025-09-25,WH-005,PRD-0051,13,0,0,13,7
2025-09-25,WH-005,PRD-0052,15,0,0,15,7
2025-09-25,WH-005,PRD-0053,15,0,0,15,8
2025-09-25,WH-005,PRD-0054,13,0,0,13,8
2025-09-25,WH-005,PRD-0055,9,0,0,9,7
2025-09-25,WH-005,PRD-0056,11,0,0,11,8
2025-09-25,WH-005,PRD-0057,14,0,0,14,7
2025-09-25,WH-005,PRD-0058,15,0,0,15,8
2025-09-25,WH-005,PRD-0059,15,0,0,15,9
2025-09-25,WH-005,PRD-0060,31,0,0,31,10
2025-09-25,WH-005,PRD-0061,47,0,0,47,15
2025-09-25,WH-005,PRD-0062,21,0,0,21,14
2025-09-25,WH-005,PRD-0063,15,0,0,15,9
2025-09-25,WH-005,PRD-0064,9,0,0,9,9
2025-09-25,WH-005,PRD-0065,15,0,0,15,10
2025-09-25,WH-005,PRD-0066,22,0,0,22,10
2025-09-25,WH-005,PRD-0067,8,0,0,8,7
2025-09-25,WH-005,PRD-0068,11,0,0,11,9
2025-09-25,WH-005,PRD-0069,14,0,0,14,8
2025-09-25,WH-005,PRD-0070,11,0,0,11,8
2025-09-25,WH-005,PRD-0071,0,0,0,0,9
2025-09-25,WH-005,PRD-0072,18,0,0,18,10
2025-09-25,WH-005,PRD-0073,11,0,0,11,8
2025-09-25,WH-005,PRD-0074,15,0,0,15,8
2025-09-25,WH-005,PRD-0075,20,0,0,20,10
2025-09-25,WH-005,PRD-0076,16,0,0,16,9
2025-09-25,WH-005,PRD-0077,22,0,0,22,7
2025-09-25,WH-005,PRD-0078,14,0,0,14,9
2025-09-25,WH-005,PRD-0079,28,0,0,28,8
2025-09-25,WH-005,PRD-0080,19,0,0,19,7
2025-09-25,WH-005,PRD-0081,25,0,2,23,16
2025-09-25,WH-005,PRD-0082,39,0,0,39,12
2025-09-25,WH-005,PRD-0083,12,0,0,12,10
2025-09-25,WH-005,PRD-0084,21,0,0,21,12
2025-09-25,WH-005,PRD-0085,22,0,0,22,12
2025-09-25,WH-005,PRD-0086,19,0,0,19,12
2025-09-25,WH-005,PRD-0087,16,0,0,16,10
2025-09-25,WH-005,PRD-0088,24,0,0,24,8
2025-09-25,WH-005,PRD-0089,18,0,0,18,9
2025-09-25,WH-005,PRD-0090,15,0,1,14,7
2025-09-25,WH-005,PRD-0091,19,0,0,19,6
2025-09-25,WH-005,PRD-0092,15,0,0,15,10
2025-09-25,WH-005,PRD-0093,15,0,0,15,8
2025-09-25,WH-005,PRD-0094,10,0,0,10,7
2025-09-25,WH-005,PRD-0095,16,0,0,16,9
2025-09-25,WH-005,PRD-0096,28,0,0,28,8
2025-09-25,WH-005,PRD-0097,14,0,0,14,8
2025-09-25,WH-005,PRD-0098,12,0,0,12,8
2025-09-25,WH-005,PRD-0099,18,0,0,18,9
2025-09-25,WH-005,PRD-0100,12,0,0,12,9
2025-09-25,WH-005,PRD-0101,20,0,0,20,14
2025-09-25,WH-005,PRD-0102,36,0,2,34,11
2025-09-25,WH-005,PRD-0103,16,0,0,16,11
2025-09-25,WH-005,PRD-0104,18,0,0,18,12
2025-09-25,WH-005,PRD-0105,26,0,0,26,12
2025-09-25,WH-005,PRD-0106,27,0,0,27,11
2025-09-25,WH-005,PRD-0107,8,0,3,5,7
2025-09-25,WH-005,PRD-0108,25,0,2,23,8
2025-09-25,WH-005,PRD-0109,18,0,4,14,8
2025-09-25,WH-005,PRD-0110,16,0,0,16,9
2025-09-25,WH-005,PRD-0111,10,0,0,10,8
2025-09-25,WH-005,PRD-0112,7,21,0,28,7
2025-09-25,WH-005,PRD-0113,16,0,0,16,9
2025-09-25,WH-005,PRD-0114,17,0,0,17,9
2025-09-25,WH-005,PRD-0115,16,0,0,16,9
2025-09-25,WH-005,PRD-0116,30,0,0,30,9
2025-09-25,WH-005,PRD-0117,15,0,0,15,8
2025-09-25,WH-005,PRD-0118,19,0,0,19,9
2025-09-25,WH-005,PRD-0119,20,0,0,20,9
2025-09-25,WH-005,PRD-0120,18,0,0,18,8
2025-09-25,WH-006,PRD-0001,51,0,1,50,15
2025-09-25,WH-006,PRD-0002,17,0,0,17,13
2025-09-25,WH-006,PRD-0003,12,0,0,12,11
2025-09-25,WH-006,PRD-0004,20,0,0,20,9
2025-09-25,WH-006,PRD-0005,16,0,0,16,9
2025-09-25,WH-006,PRD-0006,35,0,0,35,10
2025-09-25,WH-006,PRD-0007,14,0,0,14,7
2025-09-25,WH-006,PRD-0008,20,0,0,20,7
2025-09-25,WH-006,PRD-0009,18,0,0,18,9
2025-09-25,WH-006,PRD-0010,27,0,0,27,7
2025-09-25,WH-006,PRD-0011,24,0,0,24,7
2025-09-25,WH-006,PRD-0012,17,0,0,17,9
2025-09-25,WH-006,PRD-0013,26,0,0,26,7
2025-09-25,WH-006,PRD-0014,11,0,2,9,7
2025-09-25,WH-006,PRD-0015,19,0,0,19,9
2025-09-25,WH-006,PRD-0016,10,0,1,9,7
2025-09-25,WH-006,PRD-0017,13,0,0,13,8
2025-09-25,WH-006,PRD-0018,27,0,0,27,8
2025-09-25,WH-006,PRD-0019,14,0,0,14,9
2025-09-25,WH-006,PRD-0020,11,0,0,11,7
2025-09-25,WH-006,PRD-0021,36,0,0,36,11
2025-09-25,WH-006,PRD-0022,25,0,1,24,14
2025-09-25,WH-006,PRD-0023,14,0,0,14,9
2025-09-25,WH-006,PRD-0024,21,0,0,21,9
2025-09-25,WH-006,PRD-0025,30,0,0,30,10
2025-09-25,WH-006,PRD-0026,19,0,0,19,10
2025-09-25,WH-006,PRD-0027,10,0,3,7,7
2025-09-25,WH-006,PRD-0028,9,0,0,9,7
2025-09-25,WH-006,PRD-0029,23,0,0,23,9
2025-09-25,WH-006,PRD-0030,17,0,0,17,7
2025-09-25,WH-006,PRD-0031,22,0,3,19,8
2025-09-25,WH-006,PRD-0032,9,0,0,9,8
2025-09-25,WH-006,PRD-0033,9,0,0,9,8
2025-09-25,WH-006,PRD-0034,16,0,2,14,7
2025-09-25,WH-006,PRD-0035,10,0,0,10,9
2025-09-25,WH-006,PRD-0036,11,0,0,11,9
2025-09-25,WH-006,PRD-0037,12,0,0,12,8
2025-09-25,WH-006,PRD-0038,5,0,0,5,7
2025-09-25,WH-006,PRD-0039,25,0,0,25,8
2025-09-25,WH-006,PRD-0040,30,0,0,30,8
2025-09-25,WH-006,PRD-0041,27,0,0,27,16
2025-09-25,WH-006,PRD-0042,24,0,0,24,15
2025-09-25,WH-006,PRD-0043,35,0,2,33,12
2025-09-25,WH-006,PRD-0044,31,0,0,31,10
2025-09-25,WH-006,PRD-0045,25,0,0,25,10
2025-09-25,WH-006,PRD-0046,21,0,2,19,9
2025-09-25,WH-006,PRD-0047,20,0,0,20,9
