order_id,customer_id,product_id,warehouse_id,order_date,promised_delivery_date,order_status,order_quantity,unit_price_eur,discount_pct,order_value_eur,sales_channel
ORD-004286,CUST-02714,PRD-0114,WH-004,2026-05-10,2026-05-14,On Hold,1,39.41,0.0500,37.44,Online Store
ORD-004287,CUST-02857,PRD-0102,WH-006,2025-11-16,2025-11-19,Delivered,1,16.81,0.0350,16.22,Marketplace
ORD-004288,CUST-01908,PRD-0043,WH-006,2026-05-03,2026-05-06,Delivered,4,23.93,0.0479,91.14,Online Store
ORD-004289,CUST-03715,PRD-0028,WH-004,2026-07-23,2026-07-26,Delivered,1,72.89,0.0455,69.57,Online Store
ORD-004290,CUST-03518,PRD-0005,WH-004,2025-10-23,2025-10-27,Delivered,3,89.11,0.0491,254.20,Marketplace
ORD-004291,CUST-02890,PRD-0093,WH-002,2025-11-10,2025-11-15,Cancelled,2,12.32,0.0524,23.35,Sales Desk
ORD-004292,CUST-01715,PRD-0066,WH-005,2026-07-28,2026-08-02,Delivered,2,49.55,0.0518,93.97,Marketplace
ORD-004293,CUST-02647,PRD-0079,WH-003,2026-04-30,2026-05-04,Delivered,1,96.75,0.0567,91.26,Online Store
ORD-004294,CUST-03093,PRD-0100,WH-002,2025-11-24,2025-11-27,Delivered,2,17.01,0.0061,33.81,Online Store
ORD-004295,CUST-01675,PRD-0062,WH-004,2026-04-14,2026-04-18,Delivered,1,87.71,0.0076,87.04,Online Store
ORD-004296,CUST-00672,PRD-0119,WH-001,2025-09-18,2025-09-21,Delivered,3,38.98,0.0005,116.88,EDI
ORD-004297,CUST-01434,PRD-0041,WH-006,2026-05-06,2026-05-09,Delivered,2,35.10,0.0780,64.72,Online Store
ORD-004298,CUST-03434,PRD-0116,WH-006,2025-09-10,2025-09-14,Delivered,2,32.75,0.0496,62.25,Online Store
ORD-004299,CUST-02279,PRD-0004,WH-004,2025-09-03,2025-09-06,Delivered,2,164.08,0.0211,321.24,Online Store
ORD-004300,CUST-01130,PRD-0108,WH-006,2025-11-30,2025-12-03,Delivered,2,29.97,0.0011,59.87,Sales Desk
ORD-004301,CUST-03409,PRD-0084,WH-005,2025-12-03,2025-12-06,Delivered,1,12.99,0.0138,12.81,Online Store
ORD-004302,CUST-03492,PRD-0065,WH-002,2026-08-07,2026-08-11,Delivered,1,71.66,0.0496,68.11,EDI
ORD-004303,CUST-03612,PRD-0083,WH-006,2026-02-22,2026-02-25,Delivered,8,20.52,0.0447,156.82,EDI
ORD-004304,CUST-03768,PRD-0024,WH-006,2025-12-10,2025-12-14,Delivered,3,49.16,0.0222,144.21,Marketplace
ORD-004305,CUST-00010,PRD-0040,WH-005,2025-11-18,2025-11-21,Cancelled,5,38.23,0.1162,168.94,Online Store
ORD-004306,CUST-00454,PRD-0049,WH-006,2026-08-21,2026-08-26,Delivered,3,12.08,0.0517,34.37,Sales Desk
ORD-004307,CUST-03702,PRD-0043,WH-006,2026-05-03,2026-05-07,Delivered,2,23.93,0.0399,45.95,Marketplace
ORD-004308,CUST-03364,PRD-0103,WH-006,2026-01-07,2026-01-11,Delivered,1,31.55,0.0547,29.82,Marketplace
ORD-004309,CUST-00100,PRD-0046,WH-003,2026-07-14,2026-07-17,Delivered,1,27.94,0.0077,27.72,Marketplace
ORD-004310,CUST-01180,PRD-0097,WH-005,2025-12-10,2025-12-13,Delivered,1,12.37,0.0309,11.99,Online Store
ORD-004311,CUST-00497,PRD-0065,WH-004,2026-01-29,2026-02-01,Delivered,4,71.66,0.1028,257.17,Online Store
ORD-004312,CUST-00991,PRD-0061,WH-004,2026-01-06,2026-01-12,Delivered,3,55.56,0.0740,154.35,EDI
ORD-004313,CUST-00611,PRD-0004,WH-006,2026-05-11,2026-05-14,Delivered,1,164.08,0.0532,155.35,EDI
ORD-004314,CUST-00085,PRD-0080,WH-005,2025-12-10,2025-12-13,Delivered,1,103.40,0.0380,99.47,Online Store
ORD-004315,CUST-01803,PRD-0075,WH-005,2026-07-27,2026-07-30,Delivered,1,39.53,0.0415,37.89,Online Store
ORD-004316,CUST-01382,PRD-0005,WH-001,2025-09-14,2025-09-18,Delivered,1,89.11,0.0509,84.57,Online Store
ORD-004317,CUST-00272,PRD-0001,WH-004,2026-02-23,2026-02-26,Delivered,2,121.54,0.0146,239.53,Online Store
ORD-004318,CUST-02341,PRD-0063,WH-006,2026-07-03,2026-07-08,Delivered,3,33.68,0.0772,93.24,EDI
ORD-004319,CUST-00281,PRD-0041,WH-002,2026-02-02,2026-02-04,Delivered,3,35.10,0.0526,99.76,Online Store
ORD-004320,CUST-00289,PRD-0101,WH-004,2026-03-09,2026-03-11,Delivered,3,13.77,0.0400,39.66,Marketplace
ORD-004321,CUST-00157,PRD-0024,WH-004,2026-03-26,2026-03-30,Delivered,8,49.16,0.1203,345.97,Online Store
ORD-004322,CUST-03415,PRD-0084,WH-001,2026-02-20,2026-02-22,Delivered,1,12.99,0.0069,12.90,Marketplace
ORD-004323,CUST-02719,PRD-0037,WH-001,2026-08-29,2026-09-02,On Hold,1,48.33,0.0022,48.22,EDI
ORD-004324,CUST-02858,PRD-0102,WH-001,2025-09-10,2025-09-14,Delivered,2,16.81,0.0392,32.30,Sales Desk
ORD-004325,CUST-00120,PRD-0030,WH-001,2026-07-07,2026-07-11,Delivered,3,68.10,0.0414,195.84,Online Store
ORD-004326,CUST-00192,PRD-0089,WH-006,2026-03-09,2026-03-12,Delivered,1,19.45,0.0251,18.96,Sales Desk
ORD-004327,CUST-00797,PRD-0007,WH-001,2025-12-18,2025-12-21,Delivered,1,148.39,0.0032,147.92,Marketplace
ORD-004328,CUST-01569,PRD-0101,WH-005,2025-11-16,2025-11-20,Delivered,4,13.77,0.0729,51.06,Online Store
ORD-004329,CUST-00476,PRD-0101,WH-006,2025-12-09,2025-12-12,Delivered,1,13.77,0.0291,13.37,Online Store
ORD-004330,CUST-00370,PRD-0064,WH-002,2025-11-14,2025-11-18,Delivered,4,77.37,0.1431,265.19,Online Store
ORD-004331,CUST-02478,PRD-0031,WH-004,2026-05-25,2026-05-28,Delivered,2,71.57,0.0519,135.71,Online Store
ORD-004332,CUST-01808,PRD-0014,WH-003,2026-07-16,2026-07-20,Processing,2,102.60,0.0567,193.57,Online Store
ORD-004333,CUST-01900,PRD-0100,WH-004,2026-01-28,2026-01-31,Delivered,10,17.01,0.1223,149.30,Sales Desk
ORD-004334,CUST-01056,PRD-0116,WH-001,2025-11-10,2025-11-15,Delivered,5,32.75,0.1190,144.26,EDI
ORD-004335,CUST-00435,PRD-0112,WH-001,2025-11-20,2025-11-24,Delivered,1,35.02,0.0407,33.59,Online Store
ORD-004336,CUST-00999,PRD-0042,WH-004,2025-09-26,2025-09-30,Delivered,15,37.14,0.1105,495.54,Sales Desk
ORD-004337,CUST-03161,PRD-0102,WH-003,2026-06-22,2026-06-25,Delivered,1,16.81,0.0247,16.39,EDI
ORD-004338,CUST-00593,PRD-0021,WH-006,2025-12-17,2025-12-20,Delivered,1,45.05,0.0028,44.92,Online Store
ORD-004339,CUST-01006,PRD-0018,WH-006,2026-02-26,2026-03-03,Delivered,2,121.00,0.0512,229.61,Marketplace
ORD-004340,CUST-00661,PRD-0082,WH-001,2026-02-01,2026-02-05,Delivered,3,8.10,0.0724,22.54,Online Store
ORD-004341,CUST-01434,PRD-0016,WH-006,2025-10-07,2025-10-11,Delivered,4,140.26,0.0627,525.86,Online Store
ORD-004342,CUST-00685,PRD-0101,WH-005,2025-11-28,2025-11-30,Delivered,1,13.77,0.0032,13.73,Online Store
ORD-004343,CUST-03061,PRD-0113,WH-006,2025-11-23,2025-11-26,Delivered,3,22.45,0.0894,61.33,EDI
ORD-004344,CUST-00695,PRD-0042,WH-004,2026-01-20,2026-01-24,Delivered,2,37.14,0.0297,72.07,Online Store
ORD-004345,CUST-03065,PRD-0075,WH-006,2025-10-30,2025-11-04,Delivered,8,39.53,0.1046,283.16,EDI
ORD-004346,CUST-00160,PRD-0049,WH-004,2026-01-28,2026-02-01,Delivered,4,12.08,0.0227,47.22,Online Store
ORD-004347,CUST-00660,PRD-0028,WH-006,2026-07-07,2026-07-12,Delivered,3,72.89,0.0068,217.18,Online Store
ORD-004348,CUST-01305,PRD-0012,WH-001,2026-01-29,2026-01-31,Delivered,3,105.16,0.0872,287.97,Sales Desk
ORD-004349,CUST-01148,PRD-0013,WH-006,2025-10-28,2025-11-01,Delivered,5,94.06,0.0840,430.79,Sales Desk
ORD-004350,CUST-02772,PRD-0001,WH-001,2026-07-11,2026-07-16,Delivered,1,121.54,0.0433,116.28,Sales Desk
ORD-004351,CUST-03633,PRD-0034,WH-003,2025-11-30,2025-12-04,Delivered,2,79.96,0.0568,150.84,EDI
ORD-004352,CUST-03040,PRD-0101,WH-001,2026-07-24,2026-07-29,Delivered,1,13.77,0.0194,13.50,Online Store
ORD-004353,CUST-01040,PRD-0062,WH-004,2025-10-02,2025-10-06,Delivered,2,87.71,0.0505,166.56,Online Store
ORD-004354,CUST-03238,PRD-0035,WH-006,2026-06-06,2026-06-10,Delivered,1,53.36,0.0255,52.00,Online Store
ORD-004355,CUST-03069,PRD-0003,WH-003,2026-02-17,2026-02-20,Delivered,1,146.25,0.0256,142.51,Online Store
ORD-004356,CUST-00517,PRD-0019,WH-004,2025-11-21,2025-11-25,Delivered,1,138.93,0.0478,132.29,Online Store
ORD-004357,CUST-01206,PRD-0081,WH-004,2026-02-01,2026-02-05,Delivered,2,14.75,0.0342,28.49,Online Store
ORD-004358,CUST-02984,PRD-0102,WH-003,2025-09-17,2025-09-20,Delivered,1,16.81,0.0151,16.56,Sales Desk
ORD-004359,CUST-02231,PRD-0067,WH-005,2025-11-11,2025-11-14,Delivered,2,98.98,0.0631,185.47,EDI
ORD-004360,CUST-02963,PRD-0002,WH-002,2026-01-13,2026-01-18,Delivered,1,112.30,0.0468,107.04,Online Store
ORD-004361,CUST-00225,PRD-0062,WH-002,2025-11-29,2025-12-03,Delivered,3,87.71,0.0346,254.03,EDI
ORD-004362,CUST-03908,PRD-0119,WH-001,2026-06-24,2026-06-27,Delivered,2,38.98,0.0021,77.80,Online Store
ORD-004363,CUST-03749,PRD-0060,WH-004,2026-01-27,2026-02-01,Delivered,1,10.74,0.0420,10.29,Sales Desk
ORD-004364,CUST-00411,PRD-0061,WH-004,2025-09-03,2025-09-06,Delivered,2,55.56,0.0184,109.08,Online Store
ORD-004365,CUST-03848,PRD-0062,WH-003,2026-07-17,2026-07-21,Delivered,1,87.71,0.0210,85.87,Online Store
ORD-004366,CUST-01092,PRD-0073,WH-001,2025-09-18,2025-09-22,Delivered,4,93.82,0.0122,370.70,Online Store
ORD-004367,CUST-01764,PRD-0118,WH-003,2025-09-18,2025-09-21,Delivered,1,21.02,0.0106,20.80,Online Store
ORD-004368,CUST-03534,PRD-0003,WH-002,2026-03-02,2026-03-07,Delivered,2,146.25,0.0147,288.20,Marketplace
ORD-004369,CUST-01507,PRD-0105,WH-002,2026-05-11,2026-05-14,Delivered,15,26.75,0.1257,350.81,EDI
ORD-004370,CUST-02617,PRD-0092,WH-003,2025-12-15,2025-12-20,Delivered,6,9.28,0.0517,52.80,Online Store
ORD-004371,CUST-00581,PRD-0041,WH-002,2025-12-19,2025-12-22,Delivered,1,35.10,0.0385,33.75,EDI
ORD-004372,CUST-02910,PRD-0047,WH-004,2026-07-04,2026-07-08,Delivered,3,21.89,0.0391,63.10,Online Store
ORD-004373,CUST-02415,PRD-0045,WH-002,2025-10-03,2025-10-07,Delivered,1,17.66,0.0108,17.47,EDI
ORD-004374,CUST-00476,PRD-0028,WH-003,2026-03-19,2026-03-22,Delivered,1,72.89,0.0228,71.23,Marketplace
ORD-004375,CUST-00300,PRD-0004,WH-006,2026-01-29,2026-02-02,Delivered,5,164.08,0.0912,745.58,EDI
ORD-004376,CUST-03607,PRD-0040,WH-002,2026-01-16,2026-01-20,Delivered,5,38.23,0.1154,169.09,Online Store
ORD-004377,CUST-03273,PRD-0082,WH-003,2026-04-18,2026-04-23,Delivered,2,8.10,0.0206,15.87,EDI
ORD-004378,CUST-03975,PRD-0060,WH-001,2025-11-14,2025-11-17,Delivered,4,10.74,0.1107,38.20,EDI
ORD-004379,CUST-03358,PRD-0060,WH-002,2026-05-21,2026-05-24,Delivered,2,10.74,0.0028,21.42,Marketplace
ORD-004380,CUST-01312,PRD-0120,WH-002,2026-07-23,2026-07-27,Delivered,4,25.17,0.0050,100.18,Online Store
ORD-004381,CUST-03149,PRD-0091,WH-005,2025-11-07,2025-11-11,Delivered,1,17.00,0.0377,16.36,EDI
ORD-004382,CUST-03404,PRD-0023,WH-002,2026-06-20,2026-06-24,Delivered,2,56.17,0.0561,106.04,Marketplace
ORD-004383,CUST-01450,PRD-0040,WH-003,2026-08-30,2026-09-04,On Hold,1,38.23,0.0686,35.61,Online Store
ORD-004384,CUST-02188,PRD-0069,WH-005,2025-12-24,2025-12-29,Delivered,10,75.76,0.0661,707.52,Online Store
ORD-004385,CUST-00139,PRD-0083,WH-001,2025-12-09,2025-12-13,Delivered,4,20.52,0.1144,72.69,Online Store
ORD-004386,CUST-02469,PRD-0104,WH-004,2025-12-21,2025-12-24,Delivered,1,23.77,0.0100,23.53,Online Store
ORD-004387,CUST-02480,PRD-0052,WH-003,2025-09-26,2025-10-01,Delivered,1,25.55,0.0222,24.98,Marketplace
ORD-004388,CUST-00859,PRD-0040,WH-004,2026-02-20,2026-02-25,Delivered,1,38.23,0.0524,36.23,Online Store
ORD-004389,CUST-00235,PRD-0063,WH-003,2026-05-26,2026-05-30,Delivered,2,33.68,0.0134,66.46,Online Store
ORD-004390,CUST-02887,PRD-0015,WH-004,2026-04-07,2026-04-10,Delivered,1,65.82,0.0736,60.98,EDI
ORD-004391,CUST-02447,PRD-0085,WH-002,2026-06-05,2026-06-10,Delivered,4,18.98,0.0467,72.37,Marketplace
ORD-004392,CUST-01331,PRD-0062,WH-004,2026-07-24,2026-07-28,Delivered,1,87.71,0.0538,82.99,EDI
ORD-004393,CUST-03625,PRD-0067,WH-001,2025-11-22,2025-11-25,Delivered,1,98.98,0.0279,96.22,Online Store
ORD-004394,CUST-00148,PRD-0082,WH-004,2026-04-21,2026-04-23,Delivered,1,8.10,0.0200,7.94,Online Store
ORD-004395,CUST-01246,PRD-0102,WH-001,2025-11-17,2025-11-22,Delivered,2,16.81,0.0516,31.89,Sales Desk
ORD-004396,CUST-00707,PRD-0090,WH-003,2026-01-15,2026-01-18,Delivered,1,19.95,0.0302,19.35,Online Store
ORD-004397,CUST-03722,PRD-0106,WH-001,2025-11-02,2025-11-06,Delivered,1,26.75,0.0139,26.38,Sales Desk
ORD-004398,CUST-00170,PRD-0041,WH-001,2025-09-30,2025-10-05,Cancelled,1,35.10,0.0565,33.12,Online Store
ORD-004399,CUST-03373,PRD-0085,WH-006,2026-06-08,2026-06-12,Delivered,4,18.98,0.0405,72.85,Marketplace
ORD-004400,CUST-00226,PRD-0061,WH-005,2026-01-06,2026-01-09,Delivered,1,55.56,0.0300,53.89,Online Store
ORD-004401,CUST-03252,PRD-0061,WH-006,2025-11-07,2025-11-09,Delivered,1,55.56,0.0298,53.90,Online Store
ORD-004402,CUST-03730,PRD-0041,WH-003,2026-05-19,2026-05-24,Delivered,2,35.10,0.0776,64.75,EDI
ORD-004403,CUST-02400,PRD-0043,WH-004,2026-08-28,2026-08-30,In Transit,2,23.93,0.0128,47.25,Online Store
ORD-004404,CUST-02837,PRD-0033,WH-002,2026-03-20,2026-03-26,Delivered,3,34.77,0.0878,95.15,EDI
ORD-004405,CUST-03642,PRD-0035,WH-004,2026-08-10,2026-08-14,Delivered,2,53.36,0.0473,101.67,Marketplace
ORD-004406,CUST-03427,PRD-0081,WH-005,2025-09-29,2025-10-03,Delivered,1,14.75,0.0375,14.20,Online Store
ORD-004407,CUST-03646,PRD-0016,WH-004,2026-02-20,2026-02-23,Delivered,1,140.26,0.0038,139.73,Online Store
ORD-004408,CUST-00303,PRD-0073,WH-003,2026-02-07,2026-02-12,Delivered,6,93.82,0.0283,546.99,Sales Desk
ORD-004409,CUST-01720,PRD-0062,WH-001,2026-02-19,2026-02-25,Delivered,2,87.71,0.0710,162.97,Sales Desk
ORD-004410,CUST-02726,PRD-0082,WH-002,2026-07-18,2026-07-23,Delivered,2,8.10,0.0012,16.18,Marketplace
ORD-004411,CUST-03722,PRD-0043,WH-001,2026-01-05,2026-01-09,Delivered,2,23.93,0.0561,45.18,Online Store
ORD-004412,CUST-03935,PRD-0002,WH-004,2026-03-07,2026-03-11,Delivered,3,112.30,0.0581,317.33,Sales Desk
ORD-004413,CUST-00133,PRD-0117,WH-003,2026-02-28,2026-03-04,Delivered,10,18.87,0.0727,174.98,EDI
ORD-004414,CUST-03236,PRD-0108,WH-003,2025-11-29,2025-12-02,Delivered,2,29.97,0.0078,59.47,Sales Desk
ORD-004415,CUST-01910,PRD-0070,WH-005,2026-03-23,2026-03-25,Delivered,3,73.04,0.0597,206.04,Sales Desk
ORD-004416,CUST-03147,PRD-0069,WH-003,2025-10-30,2025-11-02,Delivered,2,75.76,0.0301,146.96,EDI
ORD-004417,CUST-01077,PRD-0032,WH-004,2026-02-22,2026-02-27,Delivered,5,65.17,0.0414,312.36,Online Store
ORD-004418,CUST-00569,PRD-0078,WH-005,2025-12-19,2025-12-23,Delivered,2,38.69,0.0152,76.20,Online Store
ORD-004419,CUST-00380,PRD-0064,WH-003,2026-06-24,2026-06-29,Delivered,2,77.37,0.0493,147.11,Online Store
ORD-004420,CUST-01743,PRD-0080,WH-003,2025-11-21,2025-11-26,Delivered,4,103.40,0.0466,394.33,EDI
ORD-004421,CUST-01580,PRD-0062,WH-001,2025-11-14,2025-11-17,Delivered,1,87.71,0.0370,84.46,Online Store
ORD-004422,CUST-02078,PRD-0077,WH-005,2025-10-16,2025-10-19,Delivered,1,72.64,0.0199,71.19,Marketplace
ORD-004423,CUST-01695,PRD-0026,WH-006,2026-08-22,2026-08-25,Delivered,6,33.53,0.0793,185.23,Marketplace
ORD-004424,CUST-02771,PRD-0062,WH-003,2026-03-09,2026-03-14,Delivered,6,87.71,0.0359,507.37,Sales Desk
ORD-004425,CUST-01945,PRD-0086,WH-004,2026-01-28,2026-01-31,Delivered,1,15.51,0.0490,14.75,EDI
ORD-004426,CUST-01916,PRD-0062,WH-006,2026-04-21,2026-04-24,Delivered,3,87.71,0.0274,255.92,Sales Desk
ORD-004427,CUST-02279,PRD-0023,WH-004,2026-07-13,2026-07-16,Delivered,2,56.17,0.0702,104.45,Online Store
ORD-004428,CUST-01161,PRD-0072,WH-002,2026-03-18,2026-03-23,Delivered,1,89.50,0.0532,84.74,Online Store
ORD-004429,CUST-03694,PRD-0012,WH-001,2025-11-02,2025-11-05,Delivered,8,105.16,0.1406,723.00,Marketplace
ORD-004430,CUST-02298,PRD-0006,WH-004,2026-01-06,2026-01-11,Delivered,2,85.22,0.0068,169.28,Online Store
ORD-004431,CUST-01546,PRD-0010,WH-001,2026-05-11,2026-05-14,Delivered,1,109.34,0.0007,109.26,Online Store
ORD-004432,CUST-03020,PRD-0101,WH-005,2026-02-01,2026-02-05,Delivered,1,13.77,0.0295,13.36,Online Store
ORD-004433,CUST-03312,PRD-0026,WH-006,2025-10-09,2025-10-12,Cancelled,1,33.53,0.0244,32.71,Online Store
ORD-004434,CUST-03457,PRD-0043,WH-005,2026-01-20,2026-01-25,Delivered,1,23.93,0.0715,22.22,Sales Desk
ORD-004435,CUST-03954,PRD-0008,WH-003,2026-04-18,2026-04-22,Delivered,1,151.85,0.0378,146.11,Marketplace
ORD-004436,CUST-03209,PRD-0041,WH-006,2026-03-20,2026-03-25,Delivered,1,35.10,0.0583,33.05,Online Store
ORD-004437,CUST-01506,PRD-0055,WH-006,2026-05-10,2026-05-14,Delivered,1,30.15,0.0233,29.45,Online Store
ORD-004438,CUST-01482,PRD-0106,WH-005,2026-08-30,2026-09-03,In Transit,2,26.75,0.0299,51.90,Marketplace
ORD-004439,CUST-02874,PRD-0085,WH-003,2026-03-01,2026-03-06,Delivered,1,18.98,0.0301,18.41,Online Store
ORD-004440,CUST-02390,PRD-0012,WH-006,2025-11-23,2025-11-27,Delivered,10,105.16,0.1029,943.39,EDI
ORD-004441,CUST-01508,PRD-0021,WH-004,2026-05-13,2026-05-18,Delivered,1,45.05,0.0204,44.13,Online Store
ORD-004442,CUST-01335,PRD-0025,WH-003,2026-01-04,2026-01-08,Delivered,1,56.55,0.0260,55.08,Marketplace
ORD-004443,CUST-03318,PRD-0038,WH-001,2026-08-13,2026-08-17,Delivered,8,41.29,0.1455,282.26,Online Store
ORD-004444,CUST-03767,PRD-0022,WH-001,2026-04-19,2026-04-23,Delivered,2,43.91,0.0593,82.61,Marketplace
ORD-004445,CUST-00118,PRD-0100,WH-003,2026-02-20,2026-02-23,Delivered,2,17.01,0.0163,33.47,Online Store
ORD-004446,CUST-03496,PRD-0082,WH-003,2025-10-27,2025-10-30,Delivered,2,8.10,0.0489,15.41,Online Store
ORD-004447,CUST-03908,PRD-0003,WH-005,2026-08-24,2026-08-29,Delivered,1,146.25,0.0564,138.00,Online Store
ORD-004448,CUST-02206,PRD-0097,WH-003,2026-05-13,2026-05-17,Delivered,1,12.37,0.0390,11.89,Online Store
ORD-004449,CUST-00952,PRD-0101,WH-003,2025-10-15,2025-10-19,Delivered,1,13.77,0.0108,13.62,Online Store
ORD-004450,CUST-03763,PRD-0036,WH-006,2025-09-29,2025-10-02,Delivered,2,56.69,0.0322,109.73,Marketplace
ORD-004451,CUST-03354,PRD-0102,WH-004,2026-08-14,2026-08-19,Delivered,4,16.81,0.0380,64.68,Sales Desk
ORD-004452,CUST-03704,PRD-0041,WH-006,2025-10-04,2025-10-08,Delivered,2,35.10,0.0560,66.27,Online Store
ORD-004453,CUST-00751,PRD-0118,WH-004,2026-05-29,2026-06-02,Delivered,2,21.02,0.0418,40.28,Sales Desk
ORD-004454,CUST-02983,PRD-0025,WH-003,2026-07-01,2026-07-03,Delivered,1,56.55,0.0205,55.39,EDI
ORD-004455,CUST-00377,PRD-0118,WH-001,2026-08-03,2026-08-06,Delivered,3,21.02,0.0510,59.84,EDI
ORD-004456,CUST-01250,PRD-0105,WH-005,2026-01-10,2026-01-14,Delivered,4,26.75,0.1249,93.64,Online Store
ORD-004457,CUST-02377,PRD-0061,WH-005,2026-06-02,2026-06-06,Delivered,3,55.56,0.0446,159.25,EDI
ORD-004458,CUST-02815,PRD-0013,WH-004,2025-12-08,2025-12-13,Delivered,3,94.06,0.0882,257.29,Sales Desk
ORD-004459,CUST-00203,PRD-0008,WH-003,2026-03-31,2026-04-04,Delivered,1,151.85,0.0510,144.11,Marketplace
ORD-004460,CUST-03164,PRD-0066,WH-003,2026-05-01,2026-05-06,Delivered,6,49.55,0.0682,277.02,EDI
ORD-004461,CUST-01906,PRD-0026,WH-004,2026-05-17,2026-05-21,Delivered,1,33.53,0.0077,33.27,Online Store
ORD-004462,CUST-03419,PRD-0101,WH-001,2025-12-05,2025-12-07,Delivered,1,13.77,0.0490,13.10,EDI
ORD-004463,CUST-00956,PRD-0116,WH-003,2026-02-10,2026-02-14,Delivered,1,32.75,0.0428,31.35,EDI
ORD-004464,CUST-01244,PRD-0021,WH-006,2026-03-07,2026-03-10,Delivered,1,45.05,0.0563,42.51,Online Store
ORD-004465,CUST-00647,PRD-0046,WH-004,2026-01-15,2026-01-19,Delivered,1,27.94,0.0164,27.48,Online Store
ORD-004466,CUST-00329,PRD-0119,WH-006,2026-06-01,2026-06-05,Delivered,4,38.98,0.0438,149.09,Sales Desk
ORD-004467,CUST-02431,PRD-0022,WH-003,2025-11-18,2025-11-22,Delivered,4,43.91,0.1080,156.67,EDI
ORD-004468,CUST-00192,PRD-0101,WH-004,2025-11-13,2025-11-16,Delivered,1,13.77,0.0415,13.20,Online Store
ORD-004469,CUST-00013,PRD-0031,WH-003,2025-10-02,2025-10-05,Delivered,2,71.57,0.0632,134.09,Sales Desk
ORD-004470,CUST-02190,PRD-0097,WH-002,2026-03-17,2026-03-20,Delivered,1,12.37,0.0505,11.75,Marketplace
ORD-004471,CUST-03892,PRD-0029,WH-005,2026-04-11,2026-04-14,Delivered,3,34.84,0.0075,103.74,Marketplace
ORD-004472,CUST-01167,PRD-0078,WH-002,2026-06-01,2026-06-05,Delivered,2,38.69,0.0151,76.21,Marketplace
ORD-004473,CUST-02724,PRD-0017,WH-004,2025-12-20,2025-12-25,Delivered,4,164.44,0.0892,599.09,Sales Desk
ORD-004474,CUST-00009,PRD-0062,WH-003,2026-08-19,2026-08-23,Delivered,3,87.71,0.0758,243.18,EDI
ORD-004475,CUST-02486,PRD-0032,WH-006,2025-10-21,2025-10-26,Delivered,1,65.17,0.0305,63.18,Online Store
ORD-004476,CUST-02456,PRD-0103,WH-004,2025-11-06,2025-11-08,Delivered,5,31.55,0.0387,151.65,EDI
ORD-004477,CUST-03471,PRD-0062,WH-004,2026-02-03,2026-02-07,Delivered,1,87.71,0.0036,87.39,Online Store
ORD-004478,CUST-03164,PRD-0007,WH-005,2025-10-09,2025-10-12,Delivered,1,148.39,0.0343,143.30,Marketplace
ORD-004479,CUST-00685,PRD-0082,WH-006,2026-06-24,2026-06-27,Delivered,2,8.10,0.0450,15.47,Online Store
ORD-004480,CUST-02835,PRD-0060,WH-001,2025-12-23,2025-12-27,Delivered,1,10.74,0.0474,10.23,Online Store
ORD-004481,CUST-03689,PRD-0100,WH-006,2026-07-02,2026-07-05,Delivered,1,17.01,0.0395,16.34,Marketplace
ORD-004482,CUST-02741,PRD-0067,WH-005,2026-01-21,2026-01-25,Delivered,2,98.98,0.0805,182.02,EDI
ORD-004483,CUST-02410,PRD-0092,WH-003,2025-12-18,2025-12-22,Delivered,3,9.28,0.0885,25.38,EDI
ORD-004484,CUST-03833,PRD-0065,WH-001,2025-12-02,2025-12-05,Delivered,1,71.66,0.0486,68.18,Online Store
ORD-004485,CUST-00027,PRD-0019,WH-005,2025-10-02,2025-10-06,Delivered,3,138.93,0.0172,409.62,Marketplace
ORD-004486,CUST-02666,PRD-0001,WH-003,2025-11-18,2025-11-21,Delivered,1,121.54,0.0094,120.40,EDI
ORD-004487,CUST-00044,PRD-0102,WH-003,2026-08-06,2026-08-11,Delivered,1,16.81,0.0105,16.63,Online Store
ORD-004488,CUST-00190,PRD-0102,WH-004,2026-08-01,2026-08-04,Delivered,3,16.81,0.0130,49.77,Marketplace
ORD-004489,CUST-02599,PRD-0021,WH-002,2026-08-14,2026-08-16,Delivered,1,45.05,0.0324,43.59,Sales Desk
ORD-004490,CUST-01878,PRD-0118,WH-003,2025-10-12,2025-10-15,Delivered,1,21.02,0.0200,20.60,Online Store
ORD-004491,CUST-01606,PRD-0099,WH-002,2025-09-29,2025-10-02,Delivered,1,16.51,0.0477,15.72,Marketplace
ORD-004492,CUST-01193,PRD-0024,WH-006,2025-12-30,2026-01-02,Delivered,1,49.16,0.0637,46.03,Online Store
ORD-004493,CUST-02228,PRD-0083,WH-003,2025-11-13,2025-11-16,Delivered,1,20.52,0.0409,19.68,Sales Desk
ORD-004494,CUST-03221,PRD-0029,WH-001,2026-03-21,2026-03-26,Delivered,1,34.84,0.0326,33.70,EDI
ORD-004495,CUST-00518,PRD-0082,WH-006,2026-06-15,2026-06-19,Delivered,2,8.10,0.0125,16.00,Online Store
ORD-004496,CUST-02243,PRD-0093,WH-002,2026-08-24,2026-08-28,Delivered,2,12.32,0.0229,24.08,EDI
ORD-004497,CUST-00885,PRD-0071,WH-002,2025-10-03,2025-10-07,Delivered,1,46.93,0.0102,46.45,EDI
ORD-004498,CUST-02643,PRD-0030,WH-001,2025-11-25,2025-11-30,Delivered,1,68.10,0.0403,65.36,Online Store
